,Company,TypeName,Inches,Memory,Gpu,OperatingSystem,Weight,Price,ScreenWidth,ScreenHeight,CpuManufacturer,CpuSpeed,CpuModel,PrimaryStorageAmount,PrimaryStorageType,SecondaryStorageAmount,SecondaryStorageType
719,HP,Notebook,17.3,8,Nvidia GeForce 930MX,Windows 10,2.63,63936.0,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
720,Lenovo,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 10,1.17,89864.1792,2560,1440,Intel,2.5,Core i7,512.0,SSD,0.0,None
721,HP,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.58,44574.048,1366,768,Intel,2.5,Core i5,256.0,SSD,0.0,None
722,Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.32,79866.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
723,Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows 10,4.36,194972.832,3840,2160,Intel,2.8,Core i7,1000.0,SSD,1000.0,HDD
724,Other,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71847.0144,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
725,Lenovo,Notebook,15.6,4,Intel HD Graphics 620,No OS,1.9,26101.872,1366,768,Intel,2.5,Core i5,1000.0,HDD,0.0,None
726,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.2,38308.32,1920,1080,Intel,1.6,Core i5,128.0,SSD,1000.0,HDD
727,Dell,2 in 1 Convertible,13.3,4,Intel HD Graphics 620,Windows 10,1.71,34578.72,1920,1080,Intel,2.4,Core i3,1000.0,HDD,0.0,None
728,Dell,Notebook,15.6,8,Other,Linux,2.32,31409.6256,1366,768,Intel,2.5,Core i5,1000.0,HDD,0.0,None
729,HP,Notebook,15.6,4,AMD Radeon 520,Windows 10,2.1,26053.92,1920,1080,AMD,3,A9-Series 9420,1000.0,HDD,0.0,None
730,Acer,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows 10,4.2,103096.8,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
731,Dell,Notebook,15.6,12,Intel HD Graphics 620,Windows 10,2.25,34578.72,1366,768,Intel,2.5,Core i5,1000.0,HDD,0.0,None
732,HP,Notebook,15.6,6,AMD Radeon 520,Windows 10,2.1,34632.0,1920,1080,AMD,3,Other,128.0,SSD,1000.0,HDD
733,Acer,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.4,29783.52,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
734,Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.44,51148.8,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
735,Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,1.85,41505.12,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
736,HP,Other,15.6,16,Other,Windows 10,2.6,128884.32,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
737,Dell,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows 10,1.55,35111.52,1920,1080,Intel,1.6,Core i5,1000.0,HDD,0.0,None
738,Other,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows 10,1.8,111593.8944,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
739,Acer,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.4,21887.424,1366,768,Intel,2,Core i3,500.0,HDD,0.0,None
740,Dell,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,2.0,64308.96,1920,1080,Intel,2.7,Core i7,128.0,SSD,1000.0,HDD
741,Dell,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2,35431.2,1366,768,Intel,2,Core i3,256.0,SSD,0.0,None
742,Other,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.25,81784.8,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
743,Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 620,Windows 10,1.7,53226.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
744,Lenovo,Other,15.6,16,Other,Windows 10,2.5,175770.72,3840,2160,Intel,2.8,Core i7,1000.0,SSD,0.0,None
745,Acer,Notebook,14.0,2,Intel HD Graphics 400,Chrome OS,1.68,17582.399999999998,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
746,Other,Ultrabook,13.3,16,Intel HD Graphics 620,Windows 10,0.81,87858.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
747,HP,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,1.86,28717.92,1920,1080,Intel,2,Core i3,256.0,SSD,0.0,None
748,Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.6,60031.1088,1366,768,Intel,2.5,Core i5,256.0,SSD,0.0,None
749,HP,Other,17.3,16,Other,Windows 7,3,233845.92,1920,1080,Intel,2.9,Other,256.0,SSD,0.0,None
750,Lenovo,Other,11.6,4,Intel HD Graphics 400,Windows 10,1.4,25308.0,1366,768,Intel,1.6,Celeron Dual,128.0,SSD,0.0,None
751,HP,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,1.84,101232.0,1920,1080,Intel,2.4,Core i5,256.0,SSD,0.0,None
752,Asus,Notebook,15.6,4,Other,No OS,2.45,30849.12,1366,768,Intel,2.3,Core i5,1000.0,HDD,0.0,None
753,Lenovo,Ultrabook,14.0,4,Intel HD Graphics 520,Windows 10,1.7,58394.88,1920,1080,Intel,2.3,Core i5,180.0,SSD,0.0,None
754,Asus,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.37,45282.672,1366,768,Intel,2.7,Core i7,256.0,SSD,0.0,None
755,Lenovo,2 in 1 Convertible,13.3,8,Other,Windows 10,1.3,63882.72,3200,1800,Intel,1.8,Core i5,256.0,SSD,0.0,None
756,HP,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
757,HP,Other,15.6,8,Other,Windows 7,2.59,83170.08,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
758,Dell,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows 10,4.42,152859.7872,3840,2160,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
759,Acer,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.1,31914.72,1366,768,Intel,2.5,Core i5,256.0,SSD,0.0,None
760,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.5,55837.44,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
761,Dell,Ultrabook,12.5,16,Intel HD Graphics 620,Windows 10,1.18,99047.52,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
762,Other,Ultrabook,12.3,8,Other,Chrome OS,1.1,83063.52,2400,1600,Intel,1.2,Core i5,256.0,SSD,0.0,None
763,Asus,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.2,60153.12,3200,1800,Intel,2.5,Core i5,256.0,SSD,0.0,None
764,Dell,Notebook,13.3,4,Intel HD Graphics 520,Windows 10,1.65,45234.72,1366,768,Intel,2,Core i3,500.0,HDD,0.0,None
765,Acer,Notebook,13.3,4,Intel HD Graphics 520,Windows 10,1.6,34898.4,1366,768,Intel,2.3,Core i5,128.0,SSD,0.0,None
766,Asus,Notebook,17.3,4,Other,Windows 10,2.8,25059.715199999995,1366,768,Intel,1.1,Pentium Quad,1000.0,HDD,0.0,None
767,Dell,Gaming,15.6,16,Other,Windows 10,2.72,58554.72,3840,2160,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
768,Other,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.31,85194.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
769,Acer,Notebook,15.6,4,Other,Linux,2.1,15877.44,1366,768,Intel,1.1,Pentium Quad,1000.0,HDD,0.0,None
770,Dell,Notebook,15.6,16,Other,Windows 10,2.3,62938.0656,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
771,Other,2 in 1 Convertible,15.0,16,Other,Windows 10,1.71,95850.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
772,Other,Notebook,14.0,4,Intel HD Graphics 520,Windows 10,1.75,54345.6,1366,768,Intel,2.3,Core i5,128.0,SSD,0.0,None
773,Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.62,58554.72,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
774,HP,Ultrabook,12.5,4,Intel HD Graphics 520,Windows 10,1.26,66280.31999999999,1366,768,Intel,2.3,Core i5,256.0,SSD,0.0,None
775,Asus,2 in 1 Convertible,15.6,12,Nvidia GeForce 940MX,Windows 10,2.3,44701.92,1920,1080,Intel,2.7,Core i7,2000.0,HDD,0.0,None
776,Lenovo,Notebook,15.6,16,Other,Windows 7,2.5,126273.6,3840,2160,Intel,2.7,Core i7,512.0,SSD,0.0,None
777,Acer,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.8,33886.08,1920,1080,Intel,2.4,Core i3,128.0,SSD,0.0,None
778,Other,Gaming,14.0,16,Nvidia GeForce GTX 1060,Windows 10,1.95,154458.72,1920,1080,Intel,2.8,Core i7,512.0,SSD,0.0,None
779,Asus,Notebook,15.6,8,Other,Windows 10,2,31003.632,1920,1080,Intel,1.1,Other,128.0,SSD,0.0,None
780,Dell,Gaming,17.3,32,Other,Windows 10,4.42,191211.264,1920,1080,Intel,2.8,Core i7,1000.0,SSD,1000.0,HDD
781,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.3,125208.0,1920,1080,Intel,2.6,Core i7,256.0,SSD,1000.0,HDD
782,Other,Ultrabook,14.0,16,Other,Windows 10,1.47,93985.92,1920,1080,Intel,2.6,Core i7,512.0,SSD,0.0,None
783,Lenovo,Notebook,15.6,8,Other,No OS,2.2,17529.12,1366,768,Intel,1.6,Other,1000.0,HDD,0.0,None
784,Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,Windows 10,1.7,122490.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
785,Other,Gaming,14.0,16,Nvidia GeForce GTX 1060,Windows 10,1.6,100752.48,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
786,Other,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,58021.92,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
787,Lenovo,Gaming,15.6,4,Nvidia GeForce GTX 1050,Windows 10,2.4,53226.72,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
788,Acer,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows 10,4.2,122490.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
789,Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.62,52480.8,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
790,Asus,Gaming,15.6,8,Other,Windows 10,2.24,71341.92,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
791,Other,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.22,10810.512,1920,1080,Intel,1.1,Celeron Dual,32.0,Flash Storage,0.0,None
792,Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.37,104961.6,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
793,Lenovo,2 in 1 Convertible,15.6,8,Other,Windows 10,2.08,51095.52,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
794,Other,Ultrabook,12.0,8,Other,Other,0.920,62071.2,2304,1440,Intel,1.2,Core M,512.0,Flash Storage,0.0,None
795,Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 620,Windows 10,1.42,124142.4,2560,1440,Intel,2.5,Core i5,256.0,SSD,0.0,None
796,Asus,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.63,15930.72,1366,768,Intel,1.1,Celeron Dual,32.0,Flash Storage,0.0,None
797,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.95,43156.8,1366,768,Intel,2.5,Core i5,128.0,SSD,0.0,None
798,Lenovo,2 in 1 Convertible,13.9,8,Intel HD Graphics 620,Windows 10,1.38,71874.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
799,Dell,Notebook,15.6,8,Other,Windows 10,2,39373.92,1920,1080,Intel,2,Core i3,256.0,SSD,0.0,None
800,HP,Other,15.6,8,Other,Windows 10,3.14,110017.872,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
801,Asus,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.37,58554.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
802,Dell,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.29,79866.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
803,Dell,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.06,93186.72,3840,2160,Intel,2.5,Core i5,256.0,SSD,0.0,None
804,Dell,Other,11.6,4,Other,Windows 10,1.63,39640.32,1366,768,Intel,1.1,Pentium Quad,128.0,SSD,0.0,None
805,HP,Other,12.5,8,Intel HD Graphics 620,Windows 10,1.26,74005.92,1366,768,Intel,2.6,Core i5,256.0,SSD,0.0,None
806,Other,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.1,41558.4,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
807,HP,Notebook,15.6,8,Other,Windows 10,2.04,33513.119999999995,1366,768,AMD,2.5,Other,2000.0,HDD,0.0,None
808,Dell,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,89457.12,3840,2160,Intel,2.8,Core i7,512.0,SSD,0.0,None
809,Lenovo,Notebook,15.6,4,Other,Windows 10,2.4,32447.52,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
810,HP,Gaming,17.3,12,Other,Windows 10,3.74,93186.72,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
811,Other,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2.9,128671.2,1920,1080,Intel,2.8,Core i7,512.0,SSD,1000.0,HDD
812,Other,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,0.81,79866.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
813,Dell,Notebook,15.6,8,Other,Windows 10,1.98,51202.08,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
814,Dell,Notebook,15.6,8,Other,Windows 10,2.18,42081.0768,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
815,Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.32,99047.52,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
816,Other,Ultrabook,12.5,16,Intel HD Graphics 620,Windows 10,1.29,95850.72,3840,2160,Intel,2.5,Core i7,512.0,SSD,0.0,None
817,HP,Other,11.6,4,Intel HD Graphics 400,Chrome OS,1.23,20512.8,1366,768,Intel,1.6,Celeron Dual,16.0,Flash Storage,0.0,None
818,Dell,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows 10,4.36,133467.4656,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
819,Dell,Notebook,14.0,4,Intel HD Graphics 520,Windows 10,1.76,40226.4,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
820,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.1,26101.872,1366,768,Intel,2,Core i3,500.0,HDD,0.0,None
821,Other,Ultrabook,14.0,4,Intel HD Graphics 620,Windows 10,1.25,58075.2,1366,768,Intel,2.5,Core i5,128.0,SSD,0.0,None
822,Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.13,133146.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
823,Other,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.4,63882.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
824,Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.13,99900.0,1920,1080,Intel,2.5,Core i5,256.0,Flash Storage,0.0,None
825,Other,Notebook,14.0,4,Other,Windows 10,1.75,26586.72,1366,768,Intel,2.1,Other,128.0,SSD,0.0,None
826,Asus,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.1,72354.23999999999,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
827,Dell,Notebook,14.0,4,Intel HD Graphics 520,Windows 10,1.76,31168.8,1366,768,Intel,2,Core i3,500.0,HDD,0.0,None
828,Acer,Other,11.6,4,Intel HD Graphics 400,Chrome OS,1.35,18914.4,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
829,Acer,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.5,32980.32,1920,1080,Intel,2.4,Core i3,128.0,SSD,0.0,None
830,Other,Gaming,17.3,32,Other,Windows 10,3.49,292986.72,3840,2160,Intel,2.9,Core i7,512.0,SSD,0.0,None
831,Lenovo,Ultrabook,14.0,16,Intel HD Graphics 520,Windows 10,1.1,111834.72,2560,1440,Intel,2.6,Core i7,512.0,SSD,0.0,None
832,Asus,Notebook,15.6,4,Other,Linux,2.1,27652.32,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
833,Lenovo,Notebook,14.0,8,Intel HD Graphics 520,Windows 10,1.7,63190.08,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
834,Lenovo,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.32,87912.0,1920,1080,Intel,2.6,Core i5,256.0,SSD,0.0,None
835,Dell,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows 10,3.21,147832.28639999998,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
836,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2.9,128884.32,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
837,Other,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.0,35644.32,1366,768,Intel,2.4,Core i3,500.0,HDD,0.0,None
838,Lenovo,Notebook,14.0,4,Intel HD Graphics 400,Chrome OS,1.5,17316.0,1366,768,Intel,1.6,Other,16.0,Flash Storage,0.0,None
839,Asus,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.3,31435.2,1920,1080,Intel,2.5,Core i5,128.0,HDD,0.0,None
840,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.73,95850.72,1920,1080,Intel,2.6,Core i7,512.0,SSD,1000.0,HDD
841,Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows 10,4.42,163723.57919999998,1920,1080,Intel,2.8,Core i7,512.0,SSD,1000.0,HDD
842,HP,Notebook,17.3,8,Nvidia GeForce 930MX,Windows 10,2.63,48484.8,1600,900,Intel,2.5,Core i5,1000.0,HDD,0.0,None
843,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.18,38041.3872,1366,768,Intel,2.5,Core i5,128.0,SSD,0.0,None
844,HP,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 7,1.54,99633.6,1920,1080,Intel,2.5,Core i7,512.0,SSD,0.0,None
845,Dell,Notebook,15.6,4,Other,Windows 10,2.18,39373.92,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
846,HP,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Chrome OS,1.4,32767.2,1366,768,Intel,1.1,Celeron Dual,32.0,Flash Storage,0.0,None
847,Asus,Ultrabook,13.3,8,Other,Windows 10,1.45,54665.28,1920,1080,Intel,2.3,Core i5,512.0,SSD,0.0,None
848,HP,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.28,121318.56,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
849,HP,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 10,1.54,78215.04,1920,1080,Intel,2.5,Core i7,512.0,SSD,0.0,None
850,HP,Notebook,15.6,4,Intel HD Graphics 400,No OS,1.86,15930.72,1366,768,Intel,1.6,Celeron Dual,128.0,SSD,0.0,None
851,Asus,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows 10,2.1,101178.72,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
852,Dell,Notebook,17.3,8,Other,Linux,2.83,46087.2,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
853,Lenovo,Ultrabook,14.0,8,Other,Windows 10,1.96,101391.84,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
854,Asus,Notebook,15.6,8,Other,Windows 10,2.3,41931.36,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
855,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.9,50349.6,1920,1080,Intel,2.5,Core i5,128.0,SSD,0.0,None
856,Asus,Notebook,15.6,4,Other,Windows 10,2,23922.72,1366,768,Intel,1.1,Pentium Quad,1000.0,HDD,0.0,None
857,HP,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.28,136343.52,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
858,Dell,Notebook,13.3,8,Intel HD Graphics 520,Windows 10,1.62,34578.72,1920,1080,Intel,2.3,Core i5,1000.0,HDD,0.0,None
859,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,No OS,2.2,24988.32,1920,1080,Intel,2.0,Core i3,1000.0,HDD,0.0,None
860,Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.3,45323.1648,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
861,HP,Notebook,15.6,8,Other,Windows 10,1.84,71874.72,1920,1080,Intel,2.6,Core i5,256.0,SSD,0.0,None
862,Other,Notebook,13.3,4,Intel HD Graphics 620,Windows 10,1.05,68464.8,1920,1080,Intel,2.5,Core i5,128.0,SSD,0.0,None
863,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,No OS,2.5,54185.76,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
864,Dell,Ultrabook,13.3,16,Other,Windows 10,1.29,119347.2,3200,1800,Intel,2.5,Core i7,512.0,SSD,0.0,None
865,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.07,48484.8,1920,1080,Intel,2.3,Core i5,500.0,HDD,0.0,None
866,Other,Ultrabook,13.3,8,Intel HD Graphics 520,Windows 10,1.2,58341.6,1366,768,Intel,2.3,Core i5,256.0,SSD,0.0,None
867,Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.37,103896.0,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
868,Acer,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.56,48058.56,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
869,Dell,Other,15.6,8,Other,Windows 10,2.23,94731.84,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
870,Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.38,56210.4,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
871,Lenovo,Notebook,15.6,4,AMD Radeon R5 M430,No OS,2.2,25521.12,1920,1080,Intel,2,Core i3,1000.0,HDD,0.0,None
872,Other,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.0,73952.64,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
873,Lenovo,Notebook,13.3,4,Intel HD Graphics 620,Windows 10,1.44,39160.8,1920,1080,Intel,2.4,Core i3,180.0,SSD,0.0,None
874,Other,Ultrabook,15.0,16,Nvidia GeForce 940MX,Windows 10,1.23,98514.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
875,Dell,Ultrabook,12.5,8,Intel HD Graphics 620,Windows 10,1.6,90043.2,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
876,Asus,Notebook,15.6,4,Other,Linux,2,21258.1872,1366,768,Intel,1.1,Pentium Quad,1000.0,HDD,0.0,None
877,Other,Ultrabook,13.3,8,Nvidia GeForce 940MX,Windows 10,1.28,49816.8,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
878,Dell,Notebook,15.6,4,Nvidia GeForce 940MX,Windows 10,2.18,48618.0,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
879,HP,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.04,44701.92,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
880,HP,2 in 1 Convertible,13.3,4,Intel HD Graphics 620,Windows 10,1.28,90576.0,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
881,HP,2 in 1 Convertible,15.6,4,Intel HD Graphics 620,Windows 10,2.3,36486.14399999999,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
882,Asus,Notebook,14.1,4,Intel HD Graphics 500,Windows 10,1.65,18541.44,1366,768,Intel,1.1,Celeron Dual,32.0,Flash Storage,0.0,None
883,Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,2.2,35644.32,1920,1080,Intel,2.5,Core i7,1000.0,HDD,0.0,None
884,Dell,Notebook,15.6,4,Intel HD Graphics,Windows 10,2.2,19660.32,1366,768,Intel,1.6,Pentium Quad,500.0,HDD,0.0,None
885,HP,2 in 1 Convertible,13.3,4,Intel HD Graphics 620,Windows 10,1.28,95850.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
886,Dell,Notebook,15.6,4,Other,Linux,2.18,24279.696,1366,768,Intel,2.0,Core i3,1000.0,HDD,0.0,None
887,Asus,Gaming,17.3,12,Nvidia GeForce GTX 1050,Windows 10,2.2,72988.272,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
888,Acer,Other,11.6,4,Intel HD Graphics 400,Chrome OS,1.25,15824.16,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
889,Lenovo,Notebook,17.3,4,Other,Windows 10,2.8,20193.12,1600,900,AMD,2.2,Other,500.0,HDD,0.0,None
890,HP,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.95,67399.2,1920,1080,Intel,2.5,Core i5,128.0,SSD,0.0,None
891,HP,2 in 1 Convertible,13.3,16,Intel HD Graphics 620,Windows 10,1.42,74538.72,3200,1800,Intel,2.7,Core i7,256.0,SSD,0.0,None
892,Other,Ultrabook,15.0,8,Intel HD Graphics 620,Windows 10,1.17,90522.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
893,Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.32,95850.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
894,Other,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.43,141138.72,3840,2160,Intel,2.6,Core i7,512.0,SSD,2000.0,HDD
895,Other,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.05,78588.0,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
896,Dell,Gaming,15.6,8,Other,Linux,2.62,49497.12,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
897,HP,Notebook,15.6,8,Nvidia GeForce 930MX,Windows 10,2.04,47952.0,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
898,Dell,Notebook,15.6,4,Other,Windows 10,2.18,32713.92,1366,768,Intel,2.0,Core i3,1000.0,HDD,0.0,None
